Source (A)	Source (B)	Source (C)	posemo	negemo
639942159710359040	neutral	@rogerthatone @FarRightofLeft_ @C0nservativeGal Legally I would say yes if you accept SCOTUS decision And actually to litigate it that's 1st	5.00	0.00
639955341329886980	negative	The 1st Amendment is being ignored while the new federal right to marriage equality made up by SCOTUS (marriage... http://t.co/qtq3hg7wj1	0.00	4.17
639971268490488960	neutral	@JohnHallJr @Pattyf1234 supreme law that SCOTUS uses to interpret the laws made by congress. Even then, congress may overturn SCOTUS.	5.00	0.00
639976673685961980	negative	And @whytology article 3 gives SCOTUS no legislative powers and the 10th amendment is clear. The 14th sec 5 requires an act of congress.	0.00	0.00
639996273005714940	neutral	Not Available	0.00	0.00
640019777906278020	neutral	@rbassilian @souperfan2013  Actually there were many laws passed by many people in the states, SCOTUS just ignored the 10th Amendment	0.00	5.00
640021067373902980	negative	@jspoupart @JoeC1776 no. Congress makes laws and the SCOTUS settles disputes. In this case, the 1st Amendment lost.	0.00	5.56
640050805094116990	neutral	@pnkust @USSupremeCourt Here, this will explain SCOTUS decision on SS marriage as it applied it to 14th Amend.  http://t.co/WqHlbCq9wS	0.00	0.00
640082991725837950	negative	Thanks for hating America, SCOTUS. I hope you all get cancer. OK, good talk. cc: @POTUS  https://t.co/AnHRsuuuYE	19.05	4.76
640141373132307970	neutral	@GeoConservative @peltier_maggie and SCOTUS ruled any law outlawing same sex marriage is unconstitutional for violating the 14th	0.00	5.56
640144806333841020	negative	@realDonaldTrump  Disappointed on your comment on SCOTUS using the 14th amend to void MILLIONS of legal votes by state citizens. Sad USA	0.00	9.09
640184205087865980	neutral	(Which is why Kim lost with the 6th Circuit and SCOTUS) https://t.co/Po3u10Djn8	0.00	6.25
640188751050738940	neutral	@scrowder What if SCOTUS says 2nd amendment arms don't mean guns and elected official disregards it?	0.00	0.00
640191170765787010	neutral	@MichelMig0123 @CatholicLisa ...the SCOTUS could rule tomorrow that the entire Bill of Rights is unconstitutional and it would be binding!	0.00	0.00
640195502542221060	neutral	@CorrellioRedux lol you still don't get it, Kentucky has ratified the 14th Amendment which SCOTUS says gives equal protection to marriages.	4.76	0.00
640202097057660030	positive	.@marklevinshow's Friday first hour focused on the SCOTUS unconstitutional redefinition of marriage, and the case of #KimDavis. Excellent!	5.56	0.00
640211367736139010	neutral	@LelandVittert clarify religious freedom in SCOTUS ruling or the 1st Amendment stands in contradiction of the ruling.	5.88	5.88
640212720181214980	negative	Suggestion - get familiar with 1ST Amendment.  it pretty much strikes down all SCOTUS rulings regarding gay marriage, holiday celebrations	5.26	0.00
640216083870429060	negative	6th circuit &amp; SCOTUS denied #KimDavis appeals &amp; upheld Bunnings order, what the heck makes her crappy lawyer think they'll do something now?	0.00	4.35
640221587455766020	neutral	SCOTUS specifically &amp; unambiguously cited the 14th amend in their rulings on marriage equality.  https://t.co/fj8VdQG5xR	0.00	0.00
640240604631404030	negative	It absolutely bothers the Liberals that SCOTUS ruled the 1st amendment applies to campaign cash as founder's intended! @cspanwj #PJNET #P2	0.00	4.76
640249970185138050	neutral	@littlebytesnews I never said it is. But the SCOTUS ruled that the 14th Amendment requires a state to license a marriage of same sex couples	0.00	0.00
640266753499655940	negative	@politibunny @brakinggnus @dangoddu @jbryant710 SCOTUS violated the 10th Amendment to the U.S. Constitution not allowing #KimDavis #1A right	0.00	5.56
640270216287661950	negative	@israel4911 @Letha_Hughes It was the 14th that SCOTUS ruled was being violated in blocking marriage equality. News not your strong subject.	4.55	4.55
640286568876477950	neutral	@NH92276 @forgedbytrials  A majority speaks for the whole court. 4 SCOTUS judges really want to gut 2nd amendment. Should they decide.	0.00	0.00
640292871317360000	neutral	Not Available	0.00	0.00
640299061501890050	neutral	Not Available	0.00	0.00
640302029861186940	neutral	@GuyScott33 14TH AMENDMENT guarantees EQUAL PROTECTION so yeah. Oh &amp;, P.S., no, SCOTUS didn't write the law but DID correctly interpret it.	0.00	0.00
640307255225678980	neutral	@JSException @FoxNews  You may be right. However, Lincoln didn't listen to the SCOTUS when they said black people were not humans.	0.00	0.00
640321231003085950	neutral	@LeeAdams_4Him purpose of the SCOTUS is to establish constitutionality of laws. they ruled that gay marriage bans violated 14th amend rights	0.00	4.55
640364470720551940	positive	@A10Jim @ninaland @WoodhullSFA And that's why SCOTUS has the last word on what laws states may enact and enforce. Hence "Supreme Court."	4.55	0.00
640378017571840000	neutral	.@tonyortegamusic @MagDods @rachelheldevans SCOTUS ruled that the 14th amendment applies to same sex marriage.	0.00	0.00
640378655299010050	negative	The SCOTUS claimed under the 14th amendment they could make the same sex marriage ruling. No matter how far you stretch it isn't there.	0.00	0.00
640413326887927040	neutral	@charles_pence @CarrieKHutchens   1st found guilty of violating SCOTUS decision regarding SSM &amp; ordered to comply. Then she was in contempt	0.00	14.29
640423375093927040	neutral	@Billd111 @megynkelly @tedcruz SCOTUS has determined that the 14th amendment guarantees equal access to marriage for all citizens	5.56	0.00
640452337081917060	negative	@SniffJenkum SCOTUS has no authority to make law. Only Congress may legislate. #SeparationOfPowers #AbuseOfPower	0.00	7.14
640485746567159040	negative	@cspanwj In their recent pro gay marriage decision, SCOTUS has directly violated 9th and 10th amendments of the United States Constitution.	0.00	4.76
640522599710260990	negative	Clerk #KimDavis is jailed because SCOTUS can see Gay Marriage in the 14th Amend. but Fed.Dist.Judge can't see religious freedom in the 1st.	4.00	0.00
640547283952513020	negative	1A: Congress can't make law preventing religious freedom, so SCOTUS interpretation unlawful Const Trumps case law https://t.co/f4LSUd5ENR	4.76	0.00
640549180524523010	neutral	@iSupremeCourt SCOTUS would be hypocritical in re-affirming the 4th circuits ruling, but at the same time HW was kind of broad himself...	0.00	0.00
640567390766435970	neutral	@DanThaWildMan Read the 14th amendment. Or maybe you should just read what the SCOTUS says: http://t.co/1hbUefu2l4	0.00	0.00
640576816646877060	neutral	@topdrive496 SCOTUS says it is already in Constitution, 14th amendment.  Don't need new laws for that.	0.00	0.00
640579947803856000	negative	Not Available	0.00	0.00
640587108135084030	negative	@Lrihendry @ChristieC733 what's scary is that it was only 5-4. Like our SCOTUS, Irving may flip on one vote.	0.00	5.00
640629018480541060	negative	Not Available	0.00	0.00
640680528061026050	neutral	@alphainparis 14th Amendment is the one used by SCOTUS in the marriage equality ruling. @gshevlin	0.00	0.00
640682805031104000	negative	@tedcruz our 14th amendment is also under attack, which one do we chose? oh yeah it's up to SCOTUS and they ruled!	0.00	4.55
640704731300531970	negative	@RushedLimbo you're literally incapable of intimidating me. anyways SCOTUS interprets the constitution. mar equality is the law of the land	0.00	5.00
640711651906449020	neutral	Searching for marriage in the 14th Amendment; how SCOTUS usurp powers that it does not have under the Constitution. https://t.co/jFh4Hd6fYe	0.00	0.00
640727363693756030	neutral	@angiezwick which was declared unconstitutional by SCOTUS as a violation of the 14th Amendment...so that's been settled.	0.00	5.56
640733826705190020	neutral	@SteveThomasNow @Pontifex bottom line, it should be a Woman's Right to Privacy, as SCOTUS says, for 1st/2nd trimester only.	0.00	0.00
640783423683096060	neutral	Not Available	0.00	0.00
640858678149577980	neutral	Not Available	0.00	0.00
640877966658931970	positive	@chrisbraly   SCOTUS never made law they interpreted it. 14th A guarantees equal rights for all Americans	0.00	0.00
640930214453709950	neutral	@thebobbynelson if the SCOTUS decided that the 14th A gave a Muslim woman the right to no longer wear a head scarf, or that marriage	0.00	0.00
640972376159723010	neutral	@John_16_2 @MrFuckBringer @LetsBe_Rational as the SCOTUS has interpreted it,the legislation in the 14th amendment protects same-sex marriage	0.00	0.00
640979024832035970	negative	Not Available	0.00	0.00
641030697742957950	neutral	@MisterFreedom You may want to learn about what the SCOTUS does.  @Petapup1	0.00	0.00
641058451276230020	negative	@StoneColdChik the panthers are advocating the killing of police, SCOTUS says that "true threats are outside the 1st Amendment so why aren't	4.55	9.09
641091314533166980	negative	@AlphaKruse @suz123nj @papalputz @OtterDose @MatStaver SCOTUS vitiated KY marriage law immediately b/c it violated 14th Amendment	0.00	5.88
641111532282224000	neutral	@count_01 SCOTUS based their argument on the 14th. No matter how you stretch it race was not involved.	0.00	5.26
641214840778820990	negative	@ThoughtsOfTony @toddstarnes @ShaePhoenix hi Tony. As usual U pick up the story at a convenient place in time. SCOTUS imposed this on US 1st	0.00	0.00
641237623994912000	neutral	Not Available	0.00	0.00
641243291032402940	negative	#KimDavis appealed Bunnings original order and both the 6th circuit and SCOTUS denied the appeals  Why does she think it'll change now?	4.55	0.00
641301037941410940	negative	Not Available	0.00	0.00
641325470051659010	negative	@LarryOConnor @GretchenCarlson U sound like the hated "smartset" now? Is #KimDavis the 1st to ignore unlawful ruling from SCOTUS in history?	0.00	9.52
641334469740338940	neutral	@DeepSouthProud @bryanbleano @DynaMoChen the States ensured SCOTUS could take this action by enacting 14th Amendment	0.00	0.00
641338694314491010	negative	Huckabee claims SCOTUS made new law on SSM. No. The equal protection clause of the 14th Amendment is more than a century old.	0.00	0.00
641360470864071940	negative	SCOTUS cannot make law only rule on it. Get real America.  Unless it's healthcare.Then they feel they can.    https://t.co/IyMH2Hbe09	0.00	0.00
641389088155697020	negative	SCOTUS Apparently is Saying That Gays Have an Equal Right to Marriage Under the 14th Amendment.	0.00	0.00
641405573452446980	negative	Ohio has defined marriage as one man and one woman, if SCOTUS now writes law, guess Ohio has no law and you may marry who/what you wish.	0.00	0.00
641429844367179010	negative	Not Available	0.00	0.00
641434395186957950	neutral	@Xander756 and the 14th amendment as interpreted by the SCOTUS protects gay marriage.	0.00	0.00
641438564329352960	neutral	@Pqlyur1 SCOTUS interprets laws, and since by their interpretation it is protected by the 14th amendment it is technically a const violation	0.00	4.55
641442574738194050	neutral	@GovMikeHuckabee WAIT WHAT?!?! SCOTUS makes laws!?!? since when? have i been lied to my entire 8th grade year about gov? (sarcasm intended)	0.00	9.09
641461009962672000	neutral	@npallitto @TheFive ?Regardless of your position,protocol should be followed in all SCOTUS decisions.Next time it may be one you don't like	4.35	0.00
641517206455648000	neutral	@PragmaticEbooks In 8th grade I learned that SCOTUS rulings have the force of law. They never got that far.	0.00	0.00
641558464356051970	negative	@FixTheCourt  Judge rules that he can NOT issue a divorce for Same Sex Couple because of SCOTUS decision.  http://t.co/kDs59JaHD5	0.00	0.00
641584242628038020	neutral	@PowerCat46 Read the 14th Admendment, thats were SCOTUS says the power for Gay marriage lays. In the Due Process Clause and Equal Protection	0.00	0.00
641616155619257980	negative	Skimmed it  May not LIKE the SCOTUS decision but it's THE LAW. No offense, but your Pope? Climate Change? seriously? https://t.co/xg2ErQjdvH	0.00	8.00
641627366666669950	positive	@judgealexferrer I may have missed it if u posted it but what's ur take on #KimDavis situation &amp; @GovMikeHuckabee claims about SCOTUS ruling	0.00	4.35
641666293842738940	neutral	@Israeli_Queen You are aware that SCOTUS said that it fell under two sections of the 14th Admendment right?	0.00	0.00
624345641813191940	neutral	George on Seinfeld may be the biggest piece of shit in the history of Humanity	0.00	6.67
624355743743905020	positive	@Jakethehater @BrandonSprague @TheDirtJohnson @TaylorADanforth Seinfeld when Kramer is lost and confused, "I'm on the corner of 1st and 1st?	0.00	10.53
624783615231138940	positive	@dawson_egan you wanna watch The Big Bang Theory tomorrow?  Its on TBS after Seinfeld.  Should be good!	5.56	0.00
624932163734084990	positive	Not Available	0.00	0.00
625473043037560060	positive	Seinfeld may have not known it at the time. But he made the last sitcom that mattered.	0.00	0.00
625499047218950020	positive	Not Available	0.00	0.00
625530436064669060	positive	Let it be know that @judecomputer enjoys Seinfeld. I may have had to force her to watch episodes, but she has chosen to enjoy them.	8.00	0.00
